sl_no,SKU_NAME,FEED_DATE,VIEWS,UNITS
627,C211F62H36,5/13/2019,648,11
628,C211F62H36,5/14/2019,553,0
629,C211F62H36,5/15/2019,537,0
630,C211F62H36,5/16/2019,564,0
631,C211F62H36,5/17/2019,436,0
632,C211F62H36,5/18/2019,426,0
633,C211F62H36,5/19/2019,420,2
634,C211F62H36,5/20/2019,537,0
635,C211F62H36,5/21/2019,563,3
636,C211F62H36,5/22/2019,560,1
637,C211F62H36,5/23/2019,552,2
638,C211F62H36,5/24/2019,420,0
639,C211F62H36,5/25/2019,423,1
640,C211F62H36,5/26/2019,320,0
641,C211F62H36,5/27/2019,380,0
642,C211F62H36,5/28/2019,465,0
643,C211F62H36,5/29/2019,510,1
644,C211F62H36,5/30/2019,456,0
645,C211F62H36,5/31/2019,372,0
646,C211F62H36,6/1/2019,360,0
647,C211F62H36,6/2/2019,443,0
648,C211F62H36,6/3/2019,610,0
649,C211F62H36,6/4/2019,505,1
650,C211F62H36,6/5/2019,493,0
651,C211F62H36,6/6/2019,501,0
652,C211F62H36,6/7/2019,367,0
653,C211F62H36,6/8/2019,288,0
654,C211F62H36,6/9/2019,321,0
655,C211F62H36,6/10/2019,470,0
656,C211F62H36,6/11/2019,472,0
657,C211F62H36,6/12/2019,481,0
658,C211F62H36,6/13/2019,491,0
659,C211F62H36,6/14/2019,417,0
660,C211F62H36,6/15/2019,351,1
661,C211F62H36,6/16/2019,289,0
662,C211F62H36,6/17/2019,417,0
663,C211F62H36,6/18/2019,423,0
664,C211F62H36,6/24/2019,433,0
665,C211F62H36,6/25/2019,417,0
666,C211F62H36,6/26/2019,379,0
667,C211F62H36,6/27/2019,363,0
668,C211F62H36,6/28/2019,396,1
669,C211F62H36,6/29/2019,284,0
670,C211F62H36,6/30/2019,285,0
671,C211F62H36,7/2/2019,436,0
672,C211F62H36,7/3/2019,427,-1
673,C211F62H36,7/4/2019,359,1
674,C211F62H36,7/5/2019,296,0
675,C211F62H36,7/6/2019,307,0
676,C211F62H36,7/7/2019,326,0
677,C211F62H36,7/9/2019,463,0
678,C211F62H36,7/10/2019,414,0
679,C211F62H36,7/11/2019,446,0
680,C211F62H36,7/12/2019,344,0
681,C211F62H36,7/13/2019,263,0
682,C211F62H36,7/14/2019,382,0
683,C211F62H36,7/17/2019,437,0
684,C211F62H36,7/18/2019,396,0
685,C211F62H36,7/19/2019,375,0
686,C211F62H36,7/20/2019,292,0
687,C211F62H36,7/21/2019,317,0
688,C211F62H36,7/23/2019,395,0
689,C211F62H36,7/24/2019,404,0
690,C211F62H36,7/25/2019,340,0
691,C211F62H36,7/26/2019,321,0
692,C211F62H36,7/27/2019,288,0
693,C211F62H36,7/28/2019,290,0
694,C211F62H36,7/29/2019,324,0
695,C211F62H36,7/30/2019,390,0
696,C211F62H36,7/31/2019,396,0
697,C211F62H36,8/2/2019,371,0
698,C211F62H36,8/13/2019,336,0
699,C211F62H36,8/16/2019,287,0
700,C211F62H36,8/18/2019,354,5
701,C211F62H36,8/19/2019,541,15
702,C211F62H36,8/20/2019,502,9
703,C211F62H36,8/21/2019,532,15
704,C211F62H36,8/22/2019,562,23
705,C211F62H36,8/23/2019,492,24
706,C211F62H36,8/24/2019,374,6
707,C211F62H36,8/25/2019,490,18
708,C211F62H36,8/26/2019,613,47
709,C211F62H36,8/27/2019,573,63
710,C211F62H36,8/28/2019,623,45
711,C211F62H36,8/29/2019,528,25
712,C211F62H36,8/30/2019,498,36
713,C211F62H36,8/31/2019,400,18
714,B112D4[DQM,5/1/2019,425,83
715,B112D4[DQM,5/2/2019,446,105
716,B112D4[DQM,5/3/2019,373,78
717,B112D4[DQM,5/4/2019,263,46
718,B112D4[DQM,5/5/2019,329,39
719,B112D4[DQM,5/6/2019,422,109
720,B112D4[DQM,5/7/2019,358,70
721,B112D4[DQM,5/8/2019,358,92
722,B112D4[DQM,5/9/2019,400,99
723,B112D4[DQM,5/10/2019,341,74
724,B112D4[DQM,5/11/2019,191,32
725,B112D4[DQM,5/12/2019,216,27
726,B112D4[DQM,5/13/2019,342,78
727,B112D4[DQM,5/14/2019,316,110
728,B112D4[DQM,5/15/2019,336,99
729,B112D4[DQM,5/16/2019,316,79
730,B112D4[DQM,5/17/2019,266,124
731,B112D4[DQM,5/18/2019,218,30
732,B112D4[DQM,5/19/2019,267,62
733,B112D4[DQM,5/20/2019,413,106
734,B112D4[DQM,5/21/2019,364,74
735,B112D4[DQM,5/22/2019,369,77
736,B112D4[DQM,5/23/2019,365,139
737,B112D4[DQM,5/24/2019,323,75
738,B112D4[DQM,5/25/2019,207,17
739,B112D4[DQM,5/26/2019,230,37
740,B112D4[DQM,5/27/2019,308,42
741,B112D4[DQM,5/28/2019,410,101
742,B112D4[DQM,5/29/2019,349,119
743,B112D4[DQM,5/30/2019,355,115
744,B112D4[DQM,5/31/2019,339,176
745,B112D4[DQM,6/1/2019,224,33
746,B112D4[DQM,6/2/2019,263,35
747,B112D4[DQM,6/3/2019,407,110
748,B112D4[DQM,6/4/2019,415,129
749,B112D4[DQM,6/5/2019,383,97
750,B112D4[DQM,6/6/2019,309,141
751,B112D4[DQM,6/7/2019,256,68
752,B112D4[DQM,6/8/2019,220,31
753,B112D4[DQM,6/9/2019,241,32
754,B112D4[DQM,6/10/2019,347,89
755,B112D4[DQM,6/11/2019,433,140
756,B112D4[DQM,6/12/2019,372,78
757,B112D4[DQM,6/13/2019,338,79
758,B112D4[DQM,6/14/2019,291,66
759,B112D4[DQM,6/15/2019,257,38
760,B112D4[DQM,6/16/2019,252,32
761,B112D4[DQM,6/17/2019,362,107
762,B112D4[DQM,6/18/2019,407,196
763,B112D4[DQM,6/19/2019,321,110
764,B112D4[DQM,6/20/2019,432,109
765,B112D4[DQM,6/21/2019,329,183
766,B112D4[DQM,6/22/2019,209,36
767,B112D4[DQM,6/23/2019,256,40
768,B112D4[DQM,6/24/2019,416,72
769,B112D4[DQM,6/25/2019,391,110
770,B112D4[DQM,6/26/2019,444,90
771,B112D4[DQM,6/27/2019,402,82
772,B112D4[DQM,6/28/2019,328,91
773,B112D4[DQM,6/29/2019,228,32
774,B112D4[DQM,6/30/2019,244,39
775,B112D4[DQM,7/1/2019,570,117
776,B112D4[DQM,7/2/2019,385,104
777,B112D4[DQM,7/3/2019,367,68
778,B112D4[DQM,7/4/2019,251,23
779,B112D4[DQM,7/5/2019,337,62
780,B112D4[DQM,7/6/2019,205,34
781,B112D4[DQM,7/7/2019,273,34
782,B112D4[DQM,7/8/2019,424,89
783,B112D4[DQM,7/9/2019,446,107
784,B112D4[DQM,7/10/2019,394,112
785,B112D4[DQM,7/11/2019,419,163
786,B112D4[DQM,7/12/2019,343,66
787,B112D4[DQM,7/13/2019,243,28
788,B112D4[DQM,7/14/2019,250,32
789,B112D4[DQM,7/15/2019,790,261
790,B112D4[DQM,7/16/2019,608,180
791,B112D4[DQM,7/17/2019,482,88
792,B112D4[DQM,7/18/2019,413,76
793,B112D4[DQM,7/19/2019,358,88
794,B112D4[DQM,7/20/2019,225,34
795,B112D4[DQM,7/21/2019,281,29
796,B112D4[DQM,7/22/2019,419,78
797,B112D4[DQM,7/23/2019,354,90
798,B112D4[DQM,7/24/2019,402,92
799,B112D4[DQM,7/25/2019,400,122
800,B112D4[DQM,7/26/2019,321,52
801,B112D4[DQM,7/27/2019,254,28
802,B112D4[DQM,7/28/2019,284,35
803,B112D4[DQM,7/29/2019,421,103
804,B112D4[DQM,7/30/2019,389,109
805,B112D4[DQM,7/31/2019,361,88
806,B112D4[DQM,8/1/2019,352,104
807,B112D4[DQM,8/2/2019,310,74
808,B112D4[DQM,8/3/2019,260,31
809,B112D4[DQM,8/4/2019,266,46
810,B112D4[DQM,8/5/2019,446,103
811,B112D4[DQM,8/6/2019,410,140
812,B112D4[DQM,8/7/2019,393,95
813,B112D4[DQM,8/8/2019,382,72
814,B112D4[DQM,8/9/2019,321,67
815,B112D4[DQM,8/10/2019,226,36
816,B112D4[DQM,8/11/2019,263,37
817,B112D4[DQM,8/12/2019,343,123
818,B112D4[DQM,8/13/2019,451,103
819,B112D4[DQM,8/14/2019,350,86
820,B112D4[DQM,8/15/2019,356,106
821,B112D4[DQM,8/16/2019,383,85
822,B112D4[DQM,8/17/2019,265,43
823,B112D4[DQM,8/18/2019,282,37
824,B112D4[DQM,8/19/2019,404,180
825,B112D4[DQM,8/20/2019,456,70
826,B112D4[DQM,8/21/2019,422,136
827,B112D4[DQM,8/22/2019,399,104
828,B112D4[DQM,8/23/2019,336,88
829,B112D4[DQM,8/24/2019,255,23
830,B112D4[DQM,8/25/2019,267,44
831,B112D4[DQM,8/26/2019,440,107
832,B112D4[DQM,8/27/2019,403,98
833,B112D4[DQM,8/28/2019,416,169
834,B112D4[DQM,8/29/2019,423,100
835,B112D4[DQM,8/30/2019,329,95
836,B112D4[DQM,8/31/2019,276,37
837,D102FV7QM2,5/1/2019,423,25
838,D102FV7QM2,5/2/2019,412,33
839,D102FV7QM2,5/3/2019,370,28
840,D102FV7QM2,5/4/2019,435,17
841,D102FV7QM2,5/5/2019,354,20
842,D102FV7QM2,5/6/2019,467,35
843,D102FV7QM2,5/7/2019,410,27
844,D102FV7QM2,5/8/2019,379,30
845,D102FV7QM2,5/9/2019,365,30
846,D102FV7QM2,5/10/2019,370,23
847,D102FV7QM2,5/11/2019,375,23
848,D102FV7QM2,5/12/2019,426,23
849,D102FV7QM2,5/13/2019,421,28
850,D102FV7QM2,5/14/2019,385,18
851,D102FV7QM2,5/15/2019,372,27
852,D102FV7QM2,5/16/2019,360,31
853,D102FV7QM2,5/17/2019,367,24
854,D102FV7QM2,5/18/2019,367,25
855,D102FV7QM2,5/19/2019,371,15
856,D102FV7QM2,5/20/2019,402,21
857,D102FV7QM2,5/21/2019,361,16
858,D102FV7QM2,5/22/2019,403,18
859,D102FV7QM2,5/23/2019,350,24
860,D102FV7QM2,5/24/2019,314,23
861,D102FV7QM2,5/25/2019,387,20
862,D102FV7QM2,5/26/2019,303,19
863,D102FV7QM2,5/27/2019,484,26
864,D102FV7QM2,5/28/2019,460,19
865,D102FV7QM2,5/29/2019,394,21
866,D102FV7QM2,5/30/2019,415,26
867,D102FV7QM2,5/31/2019,420,35
868,D102FV7QM2,6/1/2019,394,27
869,D102FV7QM2,6/2/2019,406,27
870,D102FV7QM2,6/3/2019,423,19
871,D102FV7QM2,6/4/2019,484,33
872,D102FV7QM2,6/5/2019,415,30
873,D102FV7QM2,6/6/2019,451,27
874,D102FV7QM2,6/7/2019,359,40
875,D102FV7QM2,6/8/2019,394,25
876,D102FV7QM2,6/9/2019,399,31
877,D102FV7QM2,6/10/2019,415,20
878,D102FV7QM2,6/11/2019,429,32
879,D102FV7QM2,6/12/2019,458,30
880,D102FV7QM2,6/13/2019,526,33
881,D102FV7QM2,6/14/2019,451,24
882,D102FV7QM2,6/15/2019,499,25
883,D102FV7QM2,6/16/2019,511,26
884,D102FV7QM2,6/17/2019,537,35
885,D102FV7QM2,6/18/2019,499,22
886,D102FV7QM2,6/19/2019,530,36
887,D102FV7QM2,6/20/2019,568,30
888,D102FV7QM2,6/21/2019,452,35
889,D102FV7QM2,6/22/2019,426,15
890,D102FV7QM2,6/23/2019,318,0
891,D102FV7QM2,6/24/2019,377,16
892,D102FV7QM2,6/25/2019,475,31
893,D102FV7QM2,6/26/2019,489,39
894,D102FV7QM2,6/27/2019,518,36
895,D102FV7QM2,6/28/2019,400,23
896,D102FV7QM2,6/29/2019,536,32
897,D102FV7QM2,6/30/2019,497,35
898,D102FV7QM2,7/1/2019,515,32
899,D102FV7QM2,7/2/2019,521,30
900,D102FV7QM2,7/3/2019,457,27
901,D102FV7QM2,7/4/2019,500,29
902,D102FV7QM2,7/5/2019,511,26
903,D102FV7QM2,7/6/2019,528,30
904,D102FV7QM2,7/7/2019,510,35
905,D102FV7QM2,7/8/2019,520,40
906,D102FV7QM2,7/9/2019,580,34
907,D102FV7QM2,7/10/2019,546,44
908,D102FV7QM2,7/11/2019,547,36
909,D102FV7QM2,7/12/2019,516,24
910,D102FV7QM2,7/13/2019,549,19
911,D102FV7QM2,7/14/2019,615,18
912,D102FV7QM2,7/15/2019,1760,132
913,D102FV7QM2,7/16/2019,1340,124
914,D102FV7QM2,7/17/2019,651,39
915,D102FV7QM2,7/18/2019,606,34
916,D102FV7QM2,7/19/2019,600,33
917,D102FV7QM2,7/20/2019,609,30
918,D102FV7QM2,7/21/2019,639,27
919,D102FV7QM2,7/22/2019,709,41
920,D102FV7QM2,7/23/2019,626,36
921,D102FV7QM2,7/24/2019,558,36
922,D102FV7QM2,7/25/2019,628,48
923,D102FV7QM2,7/26/2019,550,34
924,D102FV7QM2,7/27/2019,513,32
925,D102FV7QM2,7/28/2019,594,38
926,D102FV7QM2,7/29/2019,649,45
927,D102FV7QM2,7/30/2019,705,42
928,D102FV7QM2,7/31/2019,617,37
929,D102FV7QM2,8/1/2019,635,50
930,D102FV7QM2,8/2/2019,585,30
931,D102FV7QM2,8/3/2019,635,27
932,D102FV7QM2,8/4/2019,601,29
933,D102FV7QM2,8/5/2019,634,51
934,D102FV7QM2,8/6/2019,618,38
935,D102FV7QM2,8/7/2019,587,32
936,D102FV7QM2,8/8/2019,583,40
937,D102FV7QM2,8/9/2019,599,38
938,D102FV7QM2,8/10/2019,610,27
939,D102FV7QM2,8/11/2019,612,33
940,D102FV7QM2,8/12/2019,681,61
941,D102FV7QM2,8/13/2019,710,52
942,D102FV7QM2,8/14/2019,763,60
943,D102FV7QM2,8/15/2019,681,62
944,D102FV7QM2,8/16/2019,648,42
945,D102FV7QM2,8/17/2019,686,37
946,D102FV7QM2,8/18/2019,602,46
947,D102FV7QM2,8/19/2019,638,40
948,D102FV7QM2,8/20/2019,618,46
949,D102FV7QM2,8/21/2019,618,57
950,D102FV7QM2,8/22/2019,542,51
951,D102FV7QM2,8/23/2019,622,34
952,D102FV7QM2,8/24/2019,684,50
953,D102FV7QM2,8/25/2019,558,34
954,D102FV7QM2,8/26/2019,687,60
955,D102FV7QM2,8/27/2019,598,43
956,D102FV7QM2,8/28/2019,649,57
957,D102FV7QM2,8/29/2019,574,45
958,D102FV7QM2,8/30/2019,558,48
959,D102FV7QM2,8/31/2019,521,34
960,B012GU7SOL,5/1/2019,87,0
961,B012GU7SOL,5/2/2019,85,0
962,B012GU7SOL,5/3/2019,104,0
963,B012GU7SOL,5/4/2019,107,0
964,B012GU7SOL,5/5/2019,116,0
965,B012GU7SOL,5/6/2019,126,0
966,B012GU7SOL,5/7/2019,139,0
967,B012GU7SOL,5/8/2019,129,0
968,B012GU7SOL,5/9/2019,117,0
969,B012GU7SOL,5/10/2019,96,0
970,B012GU7SOL,5/11/2019,127,0
971,B012GU7SOL,5/12/2019,116,0
972,B012GU7SOL,5/13/2019,110,0
973,B012GU7SOL,5/14/2019,107,0
974,B012GU7SOL,5/15/2019,87,0
975,B012GU7SOL,5/16/2019,92,0
976,B012GU7SOL,5/17/2019,65,0
977,B012GU7SOL,5/18/2019,82,0
978,B012GU7SOL,5/19/2019,85,0
979,B012GU7SOL,5/20/2019,96,0
980,B012GU7SOL,5/21/2019,88,0
981,B012GU7SOL,5/22/2019,99,0
982,B012GU7SOL,5/23/2019,90,0
983,B012GU7SOL,5/24/2019,101,0
984,B012GU7SOL,5/25/2019,108,0
985,B012GU7SOL,5/26/2019,106,0
986,B012GU7SOL,5/27/2019,105,0
987,B012GU7SOL,5/28/2019,105,0
988,B012GU7SOL,5/29/2019,88,0
989,B012GU7SOL,5/30/2019,84,0
990,B012GU7SOL,5/31/2019,82,0
991,B012GU7SOL,6/1/2019,82,0
992,B012GU7SOL,6/2/2019,87,0
993,B012GU7SOL,6/3/2019,83,0
994,B012GU7SOL,6/4/2019,102,0
995,B012GU7SOL,6/5/2019,94,0
996,B012GU7SOL,6/6/2019,103,0
997,B012GU7SOL,6/7/2019,97,0
998,B012GU7SOL,6/8/2019,75,0
999,B012GU7SOL,6/9/2019,103,0
1000,B012GU7SOL,6/10/2019,95,0
1001,B012GU7SOL,6/11/2019,114,0
1002,B012GU7SOL,6/12/2019,94,0
1003,B012GU7SOL,6/13/2019,119,0
1004,B012GU7SOL,6/14/2019,111,0
1005,B012GU7SOL,6/15/2019,115,0
1006,B012GU7SOL,6/16/2019,121,0
1007,B012GU7SOL,6/17/2019,133,0
1008,B012GU7SOL,6/18/2019,133,0
1009,B012GU7SOL,6/19/2019,128,0
1010,B012GU7SOL,6/20/2019,121,0
1011,B012GU7SOL,6/21/2019,118,0
1012,B012GU7SOL,6/22/2019,106,0
1013,B012GU7SOL,6/23/2019,131,0
1014,B012GU7SOL,6/24/2019,122,0
1015,B012GU7SOL,6/25/2019,136,0
1016,B012GU7SOL,6/26/2019,118,0
1017,B012GU7SOL,6/27/2019,123,0
1018,B012GU7SOL,6/28/2019,106,0
1019,B012GU7SOL,6/29/2019,123,0
1020,B012GU7SOL,6/30/2019,108,0
1021,B012GU7SOL,7/1/2019,122,0
1022,B012GU7SOL,7/2/2019,125,0
1023,B012GU7SOL,7/3/2019,101,0
1024,B012GU7SOL,7/4/2019,131,0
1025,B012GU7SOL,7/5/2019,137,0
1026,B012GU7SOL,7/6/2019,108,0
1027,B012GU7SOL,7/7/2019,118,0
1028,B012GU7SOL,7/8/2019,116,0
1029,B012GU7SOL,7/9/2019,138,0
1030,B012GU7SOL,7/10/2019,87,0
1031,B012GU7SOL,7/11/2019,100,0
1032,B012GU7SOL,7/12/2019,133,0
1033,B012GU7SOL,7/13/2019,138,0
1034,B012GU7SOL,7/14/2019,167,0
1035,B012GU7SOL,7/15/2019,288,0
1036,B012GU7SOL,7/16/2019,200,0
1037,B012GU7SOL,7/17/2019,104,0
1038,B012GU7SOL,7/18/2019,119,0
1039,B012GU7SOL,7/19/2019,104,0
1040,B012GU7SOL,7/20/2019,100,0
1041,B012GU7SOL,7/21/2019,129,0
1042,B012GU7SOL,7/22/2019,139,0
1043,B012GU7SOL,7/23/2019,112,0
1044,B012GU7SOL,7/24/2019,99,0
1045,B012GU7SOL,7/25/2019,114,0
1046,B012GU7SOL,7/26/2019,99,1
1047,B012GU7SOL,7/27/2019,116,0
1048,B012GU7SOL,7/28/2019,144,0
1049,B012GU7SOL,7/29/2019,140,0
1050,B012GU7SOL,7/30/2019,136,0
1051,B012GU7SOL,7/31/2019,159,0
1052,B012GU7SOL,8/1/2019,149,0
1053,B012GU7SOL,8/2/2019,135,0
1054,B012GU7SOL,8/3/2019,117,0
1055,B012GU7SOL,8/4/2019,134,0
1056,B012GU7SOL,8/5/2019,137,0
1057,B012GU7SOL,8/6/2019,96,0
1058,B012GU7SOL,8/7/2019,121,0
1059,B012GU7SOL,8/8/2019,143,0
1060,B012GU7SOL,8/9/2019,142,0
1061,B012GU7SOL,8/10/2019,111,0
1062,B012GU7SOL,8/11/2019,119,0
1063,B012GU7SOL,8/12/2019,147,0
1064,B012GU7SOL,8/13/2019,149,0
1065,B012GU7SOL,8/14/2019,142,0
1066,B012GU7SOL,8/15/2019,141,0
1067,B012GU7SOL,8/16/2019,132,0
1068,B012GU7SOL,8/17/2019,165,0
1069,B012GU7SOL,8/18/2019,122,0
1070,B012GU7SOL,8/19/2019,185,0
1071,B012GU7SOL,8/20/2019,123,0
1072,B012GU7SOL,8/21/2019,128,0
1073,B012GU7SOL,8/22/2019,94,0
1074,B012GU7SOL,8/23/2019,138,0
1075,B012GU7SOL,8/24/2019,98,0
1076,B012GU7SOL,8/25/2019,102,0
1077,B012GU7SOL,8/26/2019,127,0
1078,B012GU7SOL,8/27/2019,114,0
1079,B012GU7SOL,8/28/2019,113,0
1080,B012GU7SOL,8/29/2019,145,0
1081,B012GU7SOL,8/30/2019,83,0
1082,B012GU7SOL,8/31/2019,114,0
1083,D214HWSKBO,5/1/2019,394,0
1084,D214HWSKBO,5/2/2019,411,0
1085,D214HWSKBO,5/3/2019,394,0
1086,D214HWSKBO,5/4/2019,329,0
1087,D214HWSKBO,5/5/2019,283,0
1088,D214HWSKBO,5/6/2019,417,0
1089,D214HWSKBO,5/7/2019,401,0
1090,D214HWSKBO,5/8/2019,398,0
1091,D214HWSKBO,5/9/2019,362,0
1092,D214HWSKBO,5/10/2019,391,0
1093,D214HWSKBO,5/11/2019,258,0
1094,D214HWSKBO,5/12/2019,270,0
1095,D214HWSKBO,5/13/2019,439,0
1096,D214HWSKBO,5/14/2019,408,0
1097,D214HWSKBO,5/15/2019,419,0
1098,D214HWSKBO,5/16/2019,366,0
1099,D214HWSKBO,5/17/2019,460,0
1100,D214HWSKBO,5/18/2019,247,0
1101,D214HWSKBO,5/19/2019,251,0
1102,D214HWSKBO,5/20/2019,393,0
1103,D214HWSKBO,5/21/2019,447,0
1104,D214HWSKBO,5/22/2019,388,0
1105,D214HWSKBO,5/23/2019,343,0
1106,D214HWSKBO,5/24/2019,313,0
1107,D214HWSKBO,5/25/2019,181,0
1108,D214HWSKBO,5/26/2019,216,0
1109,D214HWSKBO,5/27/2019,242,0
1110,D214HWSKBO,5/28/2019,403,0
1111,D214HWSKBO,5/29/2019,301,0
1112,D214HWSKBO,5/30/2019,399,0
1113,D214HWSKBO,5/31/2019,298,0
1114,D214HWSKBO,6/1/2019,221,0
1115,D214HWSKBO,6/2/2019,213,0
1116,D214HWSKBO,6/3/2019,286,0
1117,D214HWSKBO,6/4/2019,284,0
1118,D214HWSKBO,6/5/2019,349,0
1119,D214HWSKBO,6/6/2019,263,0
1120,D214HWSKBO,6/7/2019,271,0
1121,D214HWSKBO,6/8/2019,185,0
1122,D214HWSKBO,6/9/2019,231,0
1123,D214HWSKBO,6/10/2019,276,0
1124,D214HWSKBO,6/11/2019,312,0
1125,D214HWSKBO,6/12/2019,284,0
1126,D214HWSKBO,6/13/2019,284,0
1127,D214HWSKBO,6/14/2019,254,0
1128,D214HWSKBO,6/15/2019,201,0
1129,D214HWSKBO,6/16/2019,221,0
1130,D214HWSKBO,6/17/2019,313,0
1131,D214HWSKBO,6/18/2019,234,0
1132,D214HWSKBO,6/19/2019,277,0
1133,D214HWSKBO,6/20/2019,408,0
1134,D214HWSKBO,6/21/2019,283,0
1135,D214HWSKBO,6/22/2019,172,0
1136,D214HWSKBO,6/23/2019,180,0
1137,D214HWSKBO,6/24/2019,302,0
1138,D214HWSKBO,6/25/2019,264,0
1139,D214HWSKBO,6/26/2019,272,0
1140,D214HWSKBO,6/27/2019,267,0
1141,D214HWSKBO,6/28/2019,237,0
1142,D214HWSKBO,6/29/2019,186,0
1143,D214HWSKBO,6/30/2019,202,0
1144,D214HWSKBO,7/1/2019,296,0
1145,D214HWSKBO,7/2/2019,314,0
1146,D214HWSKBO,7/3/2019,283,0
1147,D214HWSKBO,7/4/2019,162,0
1148,D214HWSKBO,7/5/2019,190,0
1149,D214HWSKBO,7/6/2019,162,0
1150,D214HWSKBO,7/7/2019,187,0
1151,D214HWSKBO,7/8/2019,258,0
1152,D214HWSKBO,7/9/2019,336,0
1153,D214HWSKBO,7/10/2019,301,0
1154,D214HWSKBO,7/11/2019,270,0
1155,D214HWSKBO,7/12/2019,304,0
1156,D214HWSKBO,7/13/2019,182,0
1157,D214HWSKBO,7/14/2019,249,0
1158,D214HWSKBO,7/15/2019,691,0
1159,D214HWSKBO,7/16/2019,548,0
1160,D214HWSKBO,7/17/2019,334,0
1161,D214HWSKBO,7/18/2019,300,0
1162,D214HWSKBO,7/19/2019,249,0
1163,D214HWSKBO,7/20/2019,177,0
1164,D214HWSKBO,7/21/2019,183,0
1165,D214HWSKBO,7/22/2019,309,0
1166,D214HWSKBO,7/23/2019,280,0
1167,D214HWSKBO,7/24/2019,277,0
1168,D214HWSKBO,7/25/2019,282,0
1169,D214HWSKBO,7/26/2019,240,0
1170,D214HWSKBO,7/27/2019,215,0
1171,D214HWSKBO,7/28/2019,157,0
1172,D214HWSKBO,7/29/2019,263,0
1173,D214HWSKBO,7/30/2019,270,0
1174,D214HWSKBO,7/31/2019,310,0
1175,D214HWSKBO,8/1/2019,315,0
1176,D214HWSKBO,8/2/2019,237,0
1177,D214HWSKBO,8/3/2019,191,0
1178,D214HWSKBO,8/4/2019,185,0
1179,D214HWSKBO,8/5/2019,288,0
1180,D214HWSKBO,8/6/2019,263,0
1181,D214HWSKBO,8/7/2019,272,0
1182,D214HWSKBO,8/8/2019,332,0
1183,D214HWSKBO,8/9/2019,231,1
1184,D214HWSKBO,8/10/2019,183,0
1185,D214HWSKBO,8/11/2019,207,0
1186,D214HWSKBO,8/12/2019,280,0
1187,D214HWSKBO,8/13/2019,258,0
1188,D214HWSKBO,8/14/2019,283,0
1189,D214HWSKBO,8/15/2019,288,0
1190,D214HWSKBO,8/16/2019,234,0
1191,D214HWSKBO,8/17/2019,160,0
1192,D214HWSKBO,8/18/2019,207,0
1193,D214HWSKBO,8/19/2019,252,0
1194,D214HWSKBO,8/20/2019,328,0
1195,D214HWSKBO,8/21/2019,258,0
1196,D214HWSKBO,8/22/2019,289,0
1197,D214HWSKBO,8/23/2019,269,0
1198,D214HWSKBO,8/24/2019,190,0
1199,D214HWSKBO,8/25/2019,173,0
1200,D214HWSKBO,8/26/2019,267,0
1201,D214HWSKBO,8/27/2019,232,0
1202,D214HWSKBO,8/28/2019,257,0
1203,D214HWSKBO,8/29/2019,258,0
1204,D214HWSKBO,8/30/2019,208,0
1205,D214HWSKBO,8/31/2019,195,0
1206,D023IWR\2M,5/1/2019,1136,91
1207,D023IWR\2M,5/2/2019,1266,93
1208,D023IWR\2M,5/3/2019,1176,98
1209,D023IWR\2M,5/4/2019,1222,75
1210,D023IWR\2M,5/5/2019,1490,84
1211,D023IWR\2M,5/6/2019,1321,98
1212,D023IWR\2M,5/7/2019,1279,74
1213,D023IWR\2M,5/8/2019,1205,90
1214,D023IWR\2M,5/9/2019,1186,83
1215,D023IWR\2M,5/10/2019,1211,90
1216,D023IWR\2M,5/11/2019,1246,70
1217,D023IWR\2M,5/12/2019,1343,74
1218,D023IWR\2M,5/13/2019,1291,80
1219,D023IWR\2M,5/14/2019,1153,74
1220,D023IWR\2M,5/15/2019,1270,99
1221,D023IWR\2M,5/16/2019,1438,74
1222,D023IWR\2M,5/17/2019,1099,76
1223,D023IWR\2M,5/18/2019,1217,74
1224,D023IWR\2M,5/19/2019,1247,72
1225,D023IWR\2M,5/20/2019,1247,113
1226,D023IWR\2M,5/21/2019,1221,81
1227,D023IWR\2M,5/22/2019,1277,113
1228,D023IWR\2M,5/23/2019,1242,99
1229,D023IWR\2M,5/24/2019,1300,73
1230,D023IWR\2M,5/25/2019,1225,77
1231,D023IWR\2M,5/26/2019,1214,64
1232,D023IWR\2M,5/27/2019,1417,87
1233,D023IWR\2M,5/28/2019,1337,79
1234,D023IWR\2M,5/29/2019,1326,107
1235,D023IWR\2M,5/30/2019,1228,51
1236,D023IWR\2M,5/31/2019,1200,90
1237,D023IWR\2M,6/1/2019,1345,86
1238,D023IWR\2M,6/2/2019,1359,89
1239,D023IWR\2M,6/3/2019,1239,105
1240,D023IWR\2M,6/4/2019,1292,80
1241,D023IWR\2M,6/5/2019,1407,97
1242,D023IWR\2M,6/6/2019,1353,117
1243,D023IWR\2M,6/7/2019,1279,92
1244,D023IWR\2M,6/8/2019,1289,85
1245,D023IWR\2M,6/9/2019,1413,90
1246,D023IWR\2M,6/10/2019,1416,112
1247,D023IWR\2M,6/11/2019,1341,95
1248,D023IWR\2M,6/12/2019,1311,106
1249,D023IWR\2M,6/13/2019,1378,101
1250,D023IWR\2M,6/14/2019,1152,97
1251,D023IWR\2M,6/15/2019,1171,47
1252,D023IWR\2M,6/16/2019,1171,74
1253,D023IWR\2M,6/17/2019,1335,93
1254,D023IWR\2M,6/18/2019,1252,85
